,0,Date,class,domain,lookback
397,0.0,2002-07-09,credit,global,252
398,0.0,2002-07-10,credit,global,252
399,0.0,2002-07-11,credit,global,252
400,0.0,2002-07-12,credit,global,252
401,0.0,2002-07-15,credit,global,252
402,0.0,2002-07-16,credit,global,252
403,0.0,2002-07-17,credit,global,252
404,0.0,2002-07-18,credit,global,252
405,0.0,2002-07-19,credit,global,252
406,0.0,2002-07-22,credit,global,252
407,0.0,2002-07-23,credit,global,252
408,0.0,2002-07-24,credit,global,252
409,0.0,2002-07-25,credit,global,252
410,0.0,2002-07-26,credit,global,252
411,0.0,2002-07-29,credit,global,252
412,0.0,2002-07-30,credit,global,252
413,0.0077220077220077,2002-07-31,credit,global,252
414,0.0,2002-08-01,credit,global,252
415,0.0,2002-08-02,credit,global,252
416,0.0,2002-08-05,credit,global,252
417,0.0,2002-08-06,credit,global,252
418,0.0,2002-08-07,credit,global,252
419,0.0,2002-08-08,credit,global,252
420,0.0,2002-08-09,credit,global,252
421,0.0,2002-08-12,credit,global,252
422,0.0,2002-08-13,credit,global,252
423,0.0,2002-08-14,credit,global,252
424,0.0,2002-08-15,credit,global,252
425,0.0,2002-08-16,credit,global,252
426,0.0,2002-08-19,credit,global,252
427,0.0,2002-08-20,credit,global,252
428,0.0,2002-08-21,credit,global,252
429,0.0,2002-08-22,credit,global,252
430,0.0,2002-08-23,credit,global,252
431,0.0,2002-08-26,credit,global,252
432,0.0,2002-08-27,credit,global,252
433,0.0,2002-08-28,credit,global,252
434,0.0,2002-08-29,credit,global,252
435,0.0067567567567567,2002-08-30,credit,global,252
436,0.0,2002-09-02,credit,global,252
437,0.0,2002-09-03,credit,global,252
438,0.0,2002-09-04,credit,global,252
439,0.0,2002-09-05,credit,global,252
440,0.0,2002-09-06,credit,global,252
441,0.0,2002-09-09,credit,global,252
442,0.0,2002-09-10,credit,global,252
443,0.0,2002-09-11,credit,global,252
444,0.0,2002-09-12,credit,global,252
445,0.0,2002-09-13,credit,global,252
446,0.0,2002-09-16,credit,global,252
447,0.0,2002-09-17,credit,global,252
448,0.0,2002-09-18,credit,global,252
449,0.0,2002-09-19,credit,global,252
450,0.0,2002-09-20,credit,global,252
451,0.0,2002-09-23,credit,global,252
452,0.0,2002-09-24,credit,global,252
453,0.0,2002-09-25,credit,global,252
454,0.0,2002-09-26,credit,global,252
455,0.0,2002-09-27,credit,global,252
456,0.0086872586872586,2002-09-30,credit,global,252
457,0.0,2002-10-01,credit,global,252
458,0.0,2002-10-02,credit,global,252
459,0.0,2002-10-03,credit,global,252
460,0.0,2002-10-04,credit,global,252
461,0.0,2002-10-07,credit,global,252
462,0.0,2002-10-08,credit,global,252
463,0.0,2002-10-09,credit,global,252
464,0.0,2002-10-10,credit,global,252
465,0.0,2002-10-11,credit,global,252
466,0.0,2002-10-14,credit,global,252
467,0.0,2002-10-15,credit,global,252
468,0.0,2002-10-16,credit,global,252
469,0.0,2002-10-17,credit,global,252
470,0.0,2002-10-18,credit,global,252
471,0.0,2002-10-21,credit,global,252
472,0.0,2002-10-22,credit,global,252
473,0.0,2002-10-23,credit,global,252
474,0.0,2002-10-24,credit,global,252
475,0.0,2002-10-25,credit,global,252
476,0.0,2002-10-28,credit,global,252
477,0.0,2002-10-29,credit,global,252
478,0.0,2002-10-30,credit,global,252
479,0.0067567567567567,2002-10-31,credit,global,252
480,0.0,2002-11-01,credit,global,252
481,0.0,2002-11-04,credit,global,252
482,0.0,2002-11-05,credit,global,252
483,0.0,2002-11-06,credit,global,252
484,0.0,2002-11-07,credit,global,252
485,0.0,2002-11-08,credit,global,252
486,0.0,2002-11-11,credit,global,252
487,0.0,2002-11-12,credit,global,252
488,0.0,2002-11-13,credit,global,252
489,0.0,2002-11-14,credit,global,252
490,0.0,2002-11-15,credit,global,252
491,0.0,2002-11-18,credit,global,252
492,0.0,2002-11-19,credit,global,252
493,0.0,2002-11-20,credit,global,252
494,0.0,2002-11-21,credit,global,252
495,0.0,2002-11-22,credit,global,252
496,0.0,2002-11-25,credit,global,252
497,0.0,2002-11-26,credit,global,252
498,0.0,2002-11-27,credit,global,252
499,0.0,2002-11-28,credit,global,252
500,0.0057915057915057,2002-11-29,credit,global,252
501,0.0,2002-12-02,credit,global,252
502,0.0,2002-12-03,credit,global,252
503,0.0,2002-12-04,credit,global,252
504,0.0,2002-12-05,credit,global,252
505,0.0,2002-12-06,credit,global,252
506,0.0,2002-12-09,credit,global,252
507,0.0,2002-12-10,credit,global,252
508,0.0,2002-12-11,credit,global,252
509,0.0,2002-12-12,credit,global,252
510,0.0,2002-12-13,credit,global,252
511,0.0,2002-12-16,credit,global,252
512,0.0,2002-12-17,credit,global,252
513,0.0,2002-12-18,credit,global,252
514,0.0,2002-12-19,credit,global,252
515,0.0,2002-12-20,credit,global,252
516,0.0,2002-12-23,credit,global,252
517,0.0,2002-12-24,credit,global,252
518,0.0,2002-12-25,credit,global,252
519,0.0,2002-12-26,credit,global,252
520,0.0,2002-12-27,credit,global,252
521,0.0,2002-12-30,credit,global,252
522,0.0048262548262548,2002-12-31,credit,global,252
523,0.0,2003-01-01,credit,global,252
524,0.0,2003-01-02,credit,global,252
525,0.0,2003-01-03,credit,global,252
526,0.0,2003-01-06,credit,global,252
527,0.0,2003-01-07,credit,global,252
528,0.0,2003-01-08,credit,global,252
529,0.0,2003-01-09,credit,global,252
530,0.0,2003-01-10,credit,global,252
531,0.0,2003-01-13,credit,global,252
532,0.0,2003-01-14,credit,global,252
533,0.0,2003-01-15,credit,global,252
534,0.0,2003-01-16,credit,global,252
535,0.0,2003-01-17,credit,global,252
536,0.0,2003-01-20,credit,global,252
537,0.0,2003-01-21,credit,global,252
538,0.0,2003-01-22,credit,global,252
539,0.0,2003-01-23,credit,global,252
540,0.0,2003-01-24,credit,global,252
541,0.0,2003-01-27,credit,global,252
542,0.0,2003-01-28,credit,global,252
543,0.0,2003-01-29,credit,global,252
544,0.0,2003-01-30,credit,global,252
545,0.0038610038610038,2003-01-31,credit,global,252
546,0.0,2003-02-03,credit,global,252
547,0.0,2003-02-04,credit,global,252
548,0.0,2003-02-05,credit,global,252
549,0.0,2003-02-06,credit,global,252
550,0.0,2003-02-07,credit,global,252
551,0.0,2003-02-10,credit,global,252
552,0.0,2003-02-11,credit,global,252
553,0.0,2003-02-12,credit,global,252
554,0.0,2003-02-13,credit,global,252
555,0.0,2003-02-14,credit,global,252
556,0.0,2003-02-17,credit,global,252
557,0.0,2003-02-18,credit,global,252
558,0.0,2003-02-19,credit,global,252
559,0.0,2003-02-20,credit,global,252
560,0.0,2003-02-21,credit,global,252
561,0.0,2003-02-24,credit,global,252
562,0.0,2003-02-25,credit,global,252
563,0.0,2003-02-26,credit,global,252
564,0.0,2003-02-27,credit,global,252
565,0.0028957528957528,2003-02-28,credit,global,252
566,0.0,2003-03-03,credit,global,252
567,0.0,2003-03-04,credit,global,252
568,0.0,2003-03-05,credit,global,252
569,0.0,2003-03-06,credit,global,252
570,0.0,2003-03-07,credit,global,252
571,0.0,2003-03-10,credit,global,252
572,0.0,2003-03-11,credit,global,252
573,0.0,2003-03-12,credit,global,252
574,0.0,2003-03-13,credit,global,252
575,0.0,2003-03-14,credit,global,252
576,0.0,2003-03-17,credit,global,252
577,0.0,2003-03-18,credit,global,252
578,0.0,2003-03-19,credit,global,252
579,0.0,2003-03-20,credit,global,252
580,0.0,2003-03-21,credit,global,252
581,0.0,2003-03-24,credit,global,252
582,0.0,2003-03-25,credit,global,252
583,0.0,2003-03-26,credit,global,252
584,0.0,2003-03-27,credit,global,252
585,0.0,2003-03-28,credit,global,252
586,0.0019305019305019,2003-03-31,credit,global,252
587,0.0,2003-04-01,credit,global,252
588,0.0,2003-04-02,credit,global,252
